rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2426,1,2003-08-11,0,0,2550
2,Rafael Nadal,Spain,ESP,2412,1,2008-06-16,0,0,2552
3,Andy Murray,United Kingdom,GBR,2304,2,2009-04-19,0,-10,2500
4,Novak Djokovic,Serbia,SRB,2302,1,2011-03-21,0,0,2629
5,Juan Martin Del Potro,Argentina,ARG,2267,3,2010-06-07,0,0,2331
6,Alexander Zverev,Germany,GER,2205,4,2021-08-22,0,0,2261
7,Marin Cilic,Croatia,CRO,2197,6,2014-09-08,0,0,2232
8,Kei Nishikori,Japan,JPN,2165,4,2016-09-12,0,0,2296
9,Dominic Thiem,Austria,AUT,2159,4,2020-02-03,0,0,2250
10,Milos Raonic,Canada,CAN,2146,5,2016-07-11,0,0,2269
11,Nick Kyrgios,Australia,AUS,2141,10,2017-04-14,0,0,2176
12,Grigor Dimitrov,Bulgaria,BUL,2132,6,2018-01-29,0,0,2203
13,David Goffin,Belgium,BEL,2131,8,2018-05-21,0,0,2165
14,Jo Wilfried Tsonga,France,FRA,2108,6,2009-03-02,0,0,2244
15,Stan Wawrinka,Switzerland,SUI,2085,5,2014-02-17,0,-3,2291
16,Roberto Bautista Agut,Spain,ESP,2074,9,2019-07-15,0,0,2135
17,Borna Coric,Croatia,CRO,2071,13,2019-01-07,0,0,2102
18,Kevin Anderson,South Africa,RSA,2059,6,2019-04-15,0,0,2181
19,Tomas Berdych,Czech Republic,CZE,2058,5,2007-07-09,0,0,2263
20,John Isner,United States,USA,2056,10,2012-04-13,0,0,2147
21,Richard Gasquet,France,FRA,2047,9,2007-10-08,2,0,2196
22,Fabio Fognini,Italy,ITA,2043,14,2014-04-11,2,0,2112
23,Gael Monfils,France,FRA,2041,7,2010-11-28,-1,-6,2189
24,Diego Sebastian Schwartzman,Argentina,ARG,2035,11,2020-11-02,-3,-15,2097
25,Hyeon Chung,"Korea, Republic of",KOR,2034,21,2018-04-02,0,0,2049
26,Kyle Edmund,United Kingdom,GBR,2025,24,2018-08-06,0,1,2038
27,Pablo Carreno Busta,Spain,ESP,2022,10,2021-07-31,0,0,2121
28,Philipp Kohlschreiber,Germany,GER,2004,14,2016-05-02,0,0,2117
